0.0 0.6152542372881356 0.04223707048941395
0.1 0.8525423728813559 0.047518121250427765
0.2 0.8491525423728813 0.05868911760400265
0.3 0.8466101694915255 0.06773832240133072
0.4 0.8466101694915255 0.06773832240133072
0.5 0.8457627118644068 0.07148846342021403
0.6 0.8381355932203389 0.08167750711214905
0.7 0.8355932203389831 0.08425280353651911
0.8 0.8347457627118644 0.0855260686406286
0.9 0.8313559322033898 0.08932139066439347
1.0 0.8288135593220339 0.08934952781760813
2.0 0.8118644067796611 0.09874245195681024
3.0 0.8033898305084746 0.1032229829056618
4.0 0.7966101694915255 0.10584742370166778
5.0 0.7949152542372881 0.10363959827939287
6.0 0.7898305084745763 0.10238466651212852
7.0 0.785593220338983 0.1022618378563485
8.0 0.7847457627118645 0.10483842097757366
9.0 0.7805084745762713 0.10396132686476141
10.0 0.7745762711864407 0.10518038294305224
