0.0 0.645 0.032102267140430366
0.1 0.9599999999999997 0.024094720491334917
0.2 0.9558333333333332 0.029356524923014212
0.3 0.9508333333333331 0.031939613161227995
0.4 0.9466666666666665 0.03858612300930075
0.5 0.9399999999999998 0.03940530139178963
0.6 0.9366666666666665 0.04219662967057387
0.7 0.9333333333333332 0.045643546458763846
0.8 0.9291666666666666 0.045984598871071314
0.9 0.9258333333333333 0.049223131418741205
1.0 0.925 0.04915960401250876
2.0 0.9066666666666666 0.060530065991116266
3.0 0.89 0.07291547618075787
4.0 0.8766666666666666 0.07859884081701063
5.0 0.8641666666666667 0.08010843345810172
6.0 0.85 0.0907530226004132
7.0 0.8433333333333334 0.09202958461519015
8.0 0.8366666666666666 0.09640769909319713
9.0 0.8291666666666666 0.09861893552682693
10.0 0.8208333333333334 0.10112217582926332
